"signature_id",signature,product,"product_version"
1649,"Installer (Trojan)","WOW.WGP",3386
1078,"(Dialer)","ex.cab.2",1971
3421,"ActiveX component download (Dialer)","Win32.Dialer",2226
3160,"ActiveX component download (Adware)",CoolWebSearch,599
1495,"Antivirus (Miscellaneous)",ANG,2731
756,"ActiveX component download (Adware)","Search_Miracle",844
2472,"ActiveX component download (Adware)",Coolbar,636
4350,"ActiveX component download (Dialer)","Unknown-Dialers",403
3733,"Installer (Trojan)","Strictor_2",3386
1523,"(Commercial Monitoring Software)","WinSpy.A",715
1622,"ActiveX component download (Adware)",DownloadWare,474
2427,"ActiveX component download (Adware)",SearchSquire,584
1276,"Toolbar Installer (Adware)",Dealio,3249
4481,"ActiveX component download (Adware)",CoolWebSearch,599
3725,"Installer (Trojan)","Yabector.E",3386
3894,"weightloss adware (Adware)","Rushnws.com",3394
1169,"Scanner DLL (Trojan)",Theef,859
248,"ActiveX component download (Adware)",BookedSpace,699
820,"ActiveX component download (Adware)",CoolWebSearch,599
3593,"Installer (Trojan)","IScan.A_59",3386
1052,"ActiveX component download (Adware)",Oemji,2333
2839,"Integrated Search Tech Tbar.gen.94 (Adware)",ISTbar,572
4374,"ActiveX component download (Dialer)",IEAccess,456
1417,"ActiveX component download (Adware)",BrowserAid,467
3398,"ActiveX component download (Trojan)","Small.M",1933
715,"ActiveX component download (Adware)","Search_Miracle",844
3604,"Installer (Trojan)","Webalta.D_2",3386
1252,"Installer (Adware)",3wPlayer,3237
3367,"ActiveX component download (Dialer)","MSConnect_Dialer",1794
3283,"ActiveX component download (Adware)",DialerPlatform,1152
652,"ActiveX component download (Adware)","Search_Miracle",844
900,"ActiveX component download (Adware)","About_Blank",980
3463,"ActiveX component download (Adware)",PageRevisor,2523
2363,"ActiveX component download (Adware)",KeenValue,530
3190,"ActiveX component download (Adware)",CoolWebSearch,599
2166,"ActiveX component download (Adware)","About_Blank",980
2552,"DashMemory Installer Executable File Download (Adware)",eZula,9
1431,"(Trojan)","Delf.ABA",1537
3990,"Installer (Trojan)","Boxore.A",3386
374,"ActiveX component download (Adware)","Search_Miracle",844
3015,"FreeRip_v2.941 Setup Download (Adware)","Bundled-Software",100
4529,"ActiveX component download (Adware)",CoolWebSearch,599
4334,"ActiveX component download (Dialer)","Unknown-Dialers",403
4377,"ActiveX component download (Dialer)",IEAccess,456
391,"ActiveX component download (Adware)","Search_Miracle",844
260,"ActiveX component download (Dialer)","Instant-Access",817
3014,"Saint_Patrick's_Cross Setup Download stpatcrs.exe (Adware)","Bundled-Software",100
1759,"(Miscellaneous)","LNK.hdr.d",3388
3324,"ActiveX component download (Adware)",E2Give,1226
1644,"Installer (Trojan)","Zbot.MPQ_2",3386
2518,"ActiveX component download (Adware)",7FaSSt,419
2627,"Setup Download 712995.exe (Adware)","Media-motor.net",2211
2310,"ActiveX component download (Adware)","About_Blank",980
2450,"ActiveX component download (Dialer)",CrossKirk,614
2109,"Installer (Trojan)","HotBar.K_4",3386
2633,"Download MediaMotor25.exe (Adware)","Media-motor.net",2211
4103,"Hotbar.cab Download (Adware)",Hotbar,481
1338,"based tool (Remote Adminstration Tool)",VNC,3295
1841,"Installer (Trojan)","Dropper.GEN_575",3386
1285,"Interkey Installer (Adware)",KWord,3256
3440,"ActiveX component download (Dialer)","Instant-Access",817
124,"ActiveX component download (Adware)",CoderDialer,751
4258,"ActiveX component download (Adware)",ErrorGuard,1763
3357,"ActiveX component download (Adware)",WinProtect,1980
329,"ActiveX component download (Adware)",Roimoi,794
2289,"ActiveX component download (Adware)","About_Blank",980
3602,"Installer (Trojan)","Webalta.C",3386
800,"ActiveX component download (Adware)","Search_Miracle",844
1006,"ActiveX component download (Adware)",CoolWebSearch,599
2929,"LingoLite Swedish Setup Download LingoLite-swe.exe (Adware)","Bundled-Software",100
1145,"Eye Trojan Installer (Trojan)",Blue,816
1452,"AVZZ Downloader (Trojan)",Agent,3004
1293,"Adware Installer (Adware)",CashFiesta,2668
4324,"ActiveX component download (Adware)",Xupiter,430
2522,"ActiveX component download (Adware)","Permedia-Ads",421
2146,"ActiveX component download (Adware)","About_Blank",980
4621,"ActiveX component download (Adware)",CoolWebSearch,599
2596,"Installer (Trojan)","OpenShopper.B",3386
2308,"ActiveX component download (Adware)","About_Blank",980
1351,"BargainBuddy ActiveX component download (Adware)","eXact-Advertising",463
326,"ActiveX component download (Adware)",Gator,10
1701,"Installer (Trojan)",Refroso,3386
2288,"ActiveX component download (Adware)","About_Blank",980
598,"ActiveX component download (Adware)",CoolWebSearch,599
2021,"Installer (Trojan)","Nieguide.AA_6",3386
1265,"Keylogger Library (Trojan)",Yuri,3234
985,"ActiveX component download (Adware)","About_Blank",980
451,"ActiveX component download (Adware)","Search_Miracle",844
303,"ActiveX component download (Adware)","Search_Miracle",844
1525,"(Trojan)","Klone.BJ",3367
4483,"ActiveX component download (Adware)",CoolWebSearch,599
4520,"ActiveX component download (Adware)",CoolWebSearch,599
3971,"Installer (Trojan)","AddLyrics.A_9",3386
798,"ActiveX component download (Adware)","Search_Miracle",844
2998,"Ping - The Sequel to Pong Setup Download ping.exe (Adware)","Bundled-Software",100
3403,"ActiveX component download (Trojan)",PacerD,2132
1219,"Installer (Commercial Monitoring Software)","Net_Vizor",3218
2862,"Installer (Trojan)","MarketScore.A_34",3386
2129,"Installer (Trojan)","Nieguide.AA_31",3386
1579,"Professional Installer (Adware)",Adware,3383
3898,"Installer (Trojan)","SystemSecurity.AL_57",3386
1187,"Installer (Commercial Monitoring Software)",VMNToolbar,3201
1131,"Trojan Server (Trojan)",Lurker,3180
4753,"pdf.TL.1 (Exploit)","Malformed-File",3391
963,"ActiveX component download (Adware)","About_Blank",980
2365,"ActiveX component download (Adware)",KeenValue,530
2145,"ActiveX component download (Adware)","About_Blank",980
3225,"ActiveX component download (Adware)",CoolWebSearch,599
1119,"[X] Spyware Server Editor detection  (Trojan)",The,1026
1113,"Shell Pro packed DLL (Trojan)",WinEggDrop,1022
2154,"ActiveX component download (Adware)","About_Blank",980
594,"ActiveX component download (Adware)",CoolWebSearch,599
2091,"Installer (Trojan)","Wizon.AA_6",3386
2131,"Installer (Trojan)","Hotbar_14",3386
1441,"Installer (Adware)",Mywebsearch,769
2311,"ActiveX component download (Adware)","About_Blank",980
2974,"Installer (Trojan)","EoRezo.Z_3",3386
1406,"ActiveX component download (Adware)",BrowserAid,467
1878,"Installer (Trojan)","JSRedir.INS",3386
4438,"ActiveX component download (Adware)",KeenValue,530
4338,"ActiveX component download (Dialer)","Unknown-Dialers",403
3809,"Installer (Trojan)","Kraddare.EZ",3386
3460,"ActiveX component download (Dialer)",Gamesplayground,2475
637,"ActiveX component download (Adware)","Search_Miracle",844
840,"ActiveX component download (Adware)",EasySearchBar,941
611,"ActiveX component download (Dialer)","Unknown-Dialers",403
2919,"LingoLite Traditional-Chinese Setup Download (Adware)","Bundled-Software",100
3687,"Installer (Trojan)","Kraddare.DB_6",3386
957,"ActiveX component download (Adware)","About_Blank",980
3322,"ActiveX component download (Adware)","Xlocator/Winlocator",1220
4441,"ActiveX component download (Adware)",KeenValue,530
965,"ActiveX component download (Adware)","About_Blank",980
1161,"backdoor server portscan (Trojan)",Lithium,658
4193,"ActiveX component download (Adware)",CoolWebSearch,599
1786,"Installer (Trojan)","Bredolab.G_2",3386
2698,"AllBeachSaver Setup Download AllBeachFree.exe (Adware)","Bundled-Software",100
1628,"Installer (Trojan)","Bursted.B",3386
2062,"Installer (Trojan)","BonusCash.AB_22",3386
4390,"ActiveX component download (Adware)",FlashTrack,477
760,"ActiveX component download (Adware)","Search_Miracle",844
2834,"Integrated Search Tech Tbar.gen.90 (Adware)",ISTbar,572
4332,"ActiveX component download (Dialer)","Unknown-Dialers",403
4639,"ActiveX component download (Adware)",CoolWebSearch,599
934,"ActiveX component download (Adware)","About_Blank",980
918,"ActiveX component download (Adware)","About_Blank",980
3853,"Installer (Trojan)","InstallCore.AO",3386
4110,"Information Upload Outbound Activity (Adware)","A_Better_Internet",702
943,"ActiveX component download (Adware)","About_Blank",980
137,"ActiveX component download (Adware)",Cytron,415
1918,"Installer (Trojan)","Patched.JA_6",3386
4176,"Integrated Search Tech Tbar.gen.123 (Adware)",ISTbar,572
4480,"ActiveX component download (Adware)",CoolWebSearch,599
345,"ActiveX component download (Adware)","Search_Miracle",844
1404,"ActiveX component download (Adware)",ActiveSearch,1098
1539,"(Trojan)","Trojan-Dropper.Win32.Small.awa",3368
4454,"ActiveX component download (Adware)",KeenValue,530
2485,"ActiveX component download (Adware)","About_Blank",980
3226,"ActiveX component download (Adware)",CoolWebSearch,599
3811,"Installer (Trojan)","InstallCore_18",3386
2242,"ActiveX component download (Adware)","About_Blank",980
1206,"ActiveX component download (Adware)",Aornum,461
361,"ActiveX component download (Adware)","Search_Miracle",844
2419,"ActiveX component download (Adware)",AdGoblin,573
316,"ActiveX component download (Adware)","Search_Miracle",844
2652,"Installer (Trojan)","Kraddare.BD_5",3386
1695,"Installer (Trojan)","Xyligan.SK",3386
593,"ActiveX component download (Adware)",CoolWebSearch,599
3874,"Installer (Trojan)","Kraddare.GC",3386
1475,"Installer (Trojan)","Smalltroj.MHYR",3345
3187,"ActiveX component download (Adware)",CoolWebSearch,599
1410,"(Trojan)","Pakes.LLG",3317
903,"ActiveX component download (Adware)","About_Blank",980
4408,"ActiveX component download (Adware)",ClientMan,517
4549,"ActiveX component download (Adware)",CoolWebSearch,599
814,"ActiveX component download (Adware)","Mature_Toolbar",854
3968,"Installer (Trojan)","SystemSecurity.AL_75",3386
742,"ActiveX component download (Adware)","Search_Miracle",844
1059,"ActiveX component download (Miscellaneous)",SpywareStormer,1003
3102,"ActiveX component download (Adware)",CoolWebSearch,599
1983,"Installer (Trojan)","MalAgent.B_336",3386
532,"ActiveX component download (Adware)",CoolWebSearch,599
1645,"Installer (Trojan)","IFrame.AII_3",3386
1514,"(Trojan)","Parite.B",3361
1822,"Installer (Trojan)","Zlob.AR_7",3386
4579,"ActiveX component download (Adware)",CoolWebSearch,599
1996,"Installer (Trojan)","Troj.SPNR",3386
3113,"ActiveX component download (Adware)",CoolWebSearch,599
4627,"ActiveX component download (Adware)",CoolWebSearch,599
3108,"ActiveX component download (Adware)",CoolWebSearch,599
1608,"Installer (Trojan)","Kryptik.ZD_14",3386
625,"ActiveX component download (Adware)",CommonName,429
1733,"Installer (Trojan)","Vilsel.ADNB",3386
999,"ActiveX component download (Adware)","About_Blank",980
2872,"Gythol Granditti The Crypt of Darkness Setup Download (Adware)","Bundled-Software",100
3999,"Installer (Trojan)","SystemSecurity.AL_81",3386
796,"ActiveX component download (Adware)","Search_Miracle",844
3293,"ActiveX component download (Dialer)",Holystic,1238
2294,"ActiveX component download (Adware)","About_Blank",980
1611,"ActiveX component download (Dialer)",DialerOffline,473
2428,"ActiveX component download (Adware)",SearchSquire,584
1603,"Installer (Trojan)","Olmarik.SV_2",3386
4640,"ActiveX component download (Adware)",CoolWebSearch,599
2247,"ActiveX component download (Adware)",NetworkEssentials,492
3331,"ActiveX component download (Dialer)","dialer-shop",1303
1718,"Installer (Trojan)","Formatter.D",3386
1368,"(Miscellaneous)","SpySheriff.E",2793
1696,"Installer (Trojan)","OnLineGames.WJBI",3386
1038,"ActiveX component download (Trojan)","Trojan.Win32.LipGame",2991
2676,"Installer (Trojan)","MicroWebAD.A",3386
340,"ActiveX component download (Adware)",iGetNet,422
2924,"LingoLite Italian Setup Download LingoLite-ita.exe (Adware)","Bundled-Software",100
4641,"ActiveX component download (Adware)",CoolWebSearch,599
1647,"Installer (Trojan)","Oficla.I",3386
3505,"Installer (Trojan)","Kraddare.DN_2",3386
2216,"ActiveX component download (Dialer)",MoneyTree,489
4138,"Component Download (Adware)",Gator,10
3456,"ActiveX component download (Dialer)","Xgen-A",2442
1426,"(Commercial Monitoring Software)","Keylogger.AEP",3075
1636,"Installer (Trojan)","Hupigon.JQEW",3386
819,"ActiveX component download (Adware)",SearchWWW,881
259,"ActiveX component download (Dialer)","Instant-Access",817
2282,"ActiveX component download (Adware)",NewtonKnows,513
2273,"ActiveX component download (Adware)",SuperBar,500
4560,"ActiveX component download (Adware)",CoolWebSearch,599
1257,"Installer (Adware)",Search4top,3240
1886,"Installer (Trojan)","Iframe.MN",3386
946,"ActiveX component download (Adware)","About_Blank",980
4410,"ActiveX component download (Adware)",ILookup,518
1298,"Installer (Trojan)",Turkojan,3265
3465,"ActiveX component download (Dialer)",SPlanet,2610
1828,"Installer (Trojan)","Krap.HM_5",3386
1041,"ActiveX component download (Trojan)","Trojan.Win32.LipGame",2991
2977,"Nova 3000 Setup Download nova3000.exe (Adware)","Bundled-Software",100
4233,"ActiveX component download 3 (Miscellaneous)",Spybouncer,2127
4391,"ActiveX component download (Adware)",FlashTrack,477
2388,"ActiveX component download (Adware)","About_Blank",980
1397,"Keylogger.A (Commercial Monitoring Software)",Kamyab,3310
3788,"Installer (Trojan)","SystemSecurity.AL_13",3386
2280,"ActiveX component download (Adware)","n-Case",1992
1943,"Installer (Trojan)","Murlo.JGG",3386
398,"ActiveX component download (Adware)","Search_Miracle",844
4430,"ActiveX component download (Adware)",KeenValue,530
2885,"ICQ Lite Ad Buster Setup Download ICQLBuster.exe (Adware)","Bundled-Software",100
1690,"Installer (Trojan)","Fakealert.GHR",3386
322,"ActiveX component download (Adware)",KeenValue,530
2414,"ActiveX component download (Adware)","About_Blank",980
1058,"ActiveX component download (Adware)",Zangocash,1987
4226,"ActiveX component download (Adware)",IESearchToolbar,982
1570,"VSL Installer (Miscellaneous)",Steganography,3373
139,"ActiveX component download (Adware)","ISearch-Toolbar",732
2379,"ActiveX component download (Adware)",KeenValue,530
1049,"ActiveX component download (Dialer)",GBDialer,1001
1596,"Installer (Trojan)","OnLineGames.VYEJ",3386
1055,"ActiveX component download (Trojan)",OneClickNetSearch,1902
2531,"Installer (Trojan)","Kraddare.CA_3",3386
676,"ActiveX component download (Adware)","Search_Miracle",844
1093,"ActiveX component download 3 (Adware)","FunWebProducts.Adware",1019
898,"ActiveX component download (Adware)","About_Blank",980
187,"ActiveX component download (Adware)",SearchBarCash,659
194,"ActiveX component download (Adware)",SearchBarCash,659
356,"ActiveX component download (Adware)","Search_Miracle",844
2448,"ActiveX component download (Adware)","2nd-thought",611
1711,"Installer (Trojan)","Oficla.M_8",3386
4451,"ActiveX component download (Adware)",KeenValue,530
1462,"Downloader Installer (Adware)",AdMedia,3331
2445,"ActiveX component download (Adware)",ActualNames,608
1399,"(Remote Adminstration Tool)",ClassroomSpyInstaller,3311
1064,"ActiveX file b_35.exe download (Trojan)","Small.bwy",1006
1328,"ActiveX component download (Adware)",Bulla,466
2046,"Installer (Trojan)","AdRotator.A_26",3386
2159,"ActiveX component download (Adware)","About_Blank",980
3231,"ActiveX component download (Adware)",CoolWebSearch,599
321,"ActiveX component download (Adware)",Gator,10
2876,"Hangman Setup Download hangman.exe (Adware)","Bundled-Software",100
2733,"Installer (Trojan)","HotBar.E_18",3386
2463,"ActiveX component download (Adware)",eZula,9
4489,"ActiveX component download (Adware)",CoolWebSearch,599
599,"ActiveX component download (Adware)",ILookup,518
971,"ActiveX component download (Adware)",Aornum,461
1432,"(Trojan)",FouadInstaller,3329
4567,"ActiveX component download (Adware)",CoolWebSearch,599
3345,"ActiveX component download (Adware)",Netster,1793
1117,"ActiveX component download (Adware)",HaczYK,502
3431,"ActiveX component download (Adware)",EasyBar,712
4803,"pdf.OT.11 (Exploit)","Malformed-File",3391
3408,"ActiveX component download (Trojan)","Win32.Ladder",2224
3475,"searchAssistant Setup Download SearchAssistant.exe (Adware)",Topfive,2645
359,"ActiveX component download (Adware)","Search_Miracle",844
4352,"ActiveX component download (Dialer)","Unknown-Dialers",403
1803,"Installer (Trojan)","Redirector.M",3386
3453,"ActiveX component download (Adware)",Xware,2426
375,"ActiveX component download (Adware)","Search_Miracle",844
1854,"ActiveX component download (Adware)",SubSearch,480
3347,"ActiveX component download (Adware)",MakeMeSearch,1802
3880,"Installer (Trojan)","GabPath.K",3386
3749,"Installer (Trojan)","InstallCore_11",3386
4584,"ActiveX component download (Adware)",CoolWebSearch,599
3856,"Installer (Trojan)","Kraddare.FX_2",3386
4029,"Setup Download ITK.exe (Commercial Monitoring Software)","In_the_Know",323
3185,"ActiveX component download (Adware)",CoolWebSearch,599
1885,"Installer (Trojan)","Bredolab.ANX",3386
805,"ActiveX component download (Adware)",TryToFind,1086
4124,"Application Component Download (Adware)","New.Net",417
4508,"ActiveX component download (Adware)",CoolWebSearch,599
469,"ActiveX component download (Adware)","P2P-Networking",737
299,"Installer (Trojan)","OnLineGames.BNBI",3386
3685,"Installer (Trojan)","SystemSecurity.AK_2",3386
1371,"ActiveX component download (Adware)",Naupoint,1192
3208,"ActiveX component download (Adware)",CoolWebSearch,599
870,"ActiveX component download (Adware)",HotBar,481
4484,"ActiveX component download (Adware)",CoolWebSearch,599
3115,"ActiveX component download (Adware)",CoolWebSearch,599
1634,"Installer (Trojan)","OnLineGames.BMQQ_2",3386
624,"ActiveX component download (Adware)",Mirar,637
3445,"(Adware)","SmartApps.A",3399
1879,"ActiveX component download (Adware)",SubSearch,480
4599,"ActiveX component download (Adware)",CoolWebSearch,599
3280,"ActiveX component download (Adware)",DialerPlatform,1152
1108,"Backdoor Trojan Server (Trojan)",Winicabras,1023
2045,"Installer (Trojan)","OneStep.AA",3386
4778,"xls.OT.4 (Exploit)","Malformed-File",3391
1164,"backdoor server capture (Trojan)",Lithium,658
3259,"ActiveX component download (Adware)",DialerPlatform,1152
4412,"ActiveX component download (Adware)",KeenValue,530
2218,"ActiveX component download (Dialer)",MoneyTree,489
4550,"ActiveX component download (Adware)",CoolWebSearch,599
2598,"twaintec.cab (Adware)",Twaintec,650
3846,"Installer (Trojan)","EasyDownlo.A",3386
3118,"ActiveX component download (Adware)",CoolWebSearch,599
1581,"Pro Installer (Adware)",AntiMalware,3384
2621,"Installer (Trojan)","Kraddare.AX_5",3386
3639,"Installer (Trojan)","OpenInstall_4",3386
3852,"Installer (Trojan)","Rogue_17",3386
4168,"ActiveX component download (Adware)","About-Blank",980
1236,"Keylogger Executable (Commercial Monitoring Software)",Powered,3223
3137,"ActiveX component download (Adware)",CoolWebSearch,599
4802,"pdf.OT.10 (Exploit)","Malformed-File",3391
2455,"ActiveX component download (Adware)","About_Blank",980
309,"ActiveX component download (Adware)","Search_Miracle",844
165,"ActiveX component download (Adware)",Gator,10
1025,"ActiveX component download (Adware)",SecureServicePack,2406
1746,"Installer (Trojan)","Downloader.GEN_385",3386
1179,"Trojan Server DLL (Trojan)",Furax,3197
1677,"Installer (Trojan)","FakeAV.NP",3386
1272,"Sofa Installer (Adware)",Softomate,2145
1473,"Installer (Trojan)",Zeus,3343
2027,"Installer (Trojan)","Kraddare.AT_3",3386
4314,"ActiveX component download (DataMiner)","Alexa-Toolbar",418
3774,"Installer (Trojan)","InstallCore_13",3386
4326,"ActiveX component download (Adware)",Gator,10
3199,"ActiveX component download (Adware)",CoolWebSearch,599
2453,"ActiveX component download (Adware)","About_Blank",980
189,"ActiveX component download (Adware)",IEPlugin,482
1039,"ActiveX component download (Trojan)","Trojan.Win32.LipGame",2991
778,"ActiveX component download (Trojan)","Trojan-Relaid",1054
1541,"Executable (Worm)","Worm.Win32.Emold.U",3370
2866,"Gluz Setup Download gluz.exe (Adware)","Bundled-Software",100
651,"ActiveX component download (Adware)",Windupdates,1148
3372,"ActiveX component download (Dialer)",SmsDialer,1809
1535,"ActiveX component download (Adware)",CoolWebSearch,599
305,"ActiveX component download (Adware)","Search_Miracle",844
4588,"ActiveX component download (Adware)",CoolWebSearch,599
3123,"ActiveX component download (Adware)",CoolWebSearch,599
2193,"ActiveX component download (Adware)",WurldMedia,483
576,"ActiveX component download (Adware)",LZIO,853
232,"Installer_3 (Trojan)","Buzus.CXMD",3386
2424,"ActiveX component download (Adware)",ShopNav,582
4647,"ActiveX component download (Adware)",CoolWebSearch,599
2984,"Installer (Trojan)","LoudMo_5",3386
3149,"ActiveX component download (Adware)",CoolWebSearch,599
2220,"ActiveX component download (Dialer)",MoneyTree,489
4798,"pdf.OT.6 (Exploit)","Malformed-File",3391
2898,"Jungle Storm Setup Download Jungle1.exe (Adware)","Bundled-Software",100
3754,"Installer (Trojan)","MarketScore.A_71",3386
3792,"Installer (Trojan)","Delf.FEC",3386
2720,"Beauty of Taiwan Setup Download boftw.exe (Adware)","Bundled-Software",100
714,"ActiveX component download (Adware)","Search_Miracle",844
386,"ActiveX component download (Adware)","Search_Miracle",844
1311,"Surveillance Pro 48 Installer (Commercial Monitoring Software)",System,3276
370,"ActiveX component download (Adware)","Search_Miracle",844
2118,"Installer (Trojan)","Shopper.AB",3386
3913,"Installer (Trojan)","SpeedingUpMyPC.A_2",3386
883,"ActiveX component download (Adware)","Adult-Links",431
1787,"ActiveX component download (Adware)",Gratisware,479
1637,"Installer (Trojan)","StartPage.NPW_6",3386
1937,"Installer (Trojan)",GPass,3386
2076,"Installer (Trojan)","Kraddare.AR_5",3386
2425,"ActiveX component download (Dialer)",AccessPlugin,583
691,"ActiveX component download (Adware)","Search_Miracle",844
1527,"(Trojan)","PersonalAntivirus_2",3356
2430,"ActiveX component download (Adware)","About_Blank",980
3298,"ActiveX component download (Adware)",INetBar,1644
2373,"ActiveX component download (Adware)",KeenValue,530
1369,"ActiveX component download (Adware)",SmartBrowser,720
906,"ActiveX component download (Adware)","About_Blank",980
3854,"Installer (Trojan)","WinAgir.B",3386
3334,"ActiveX component download (Adware)",DownloadCoach,1336
3112,"ActiveX component download (Adware)",CoolWebSearch,599
3480,"Setup Download setup.exe (Adware)",Appzplanet,2501
1387,"(Trojan)",6SQToolbar,3307
287,"ActiveX component download (Adware)","Search_Miracle",844
2013,"Installer  (Trojan)","Zugo.C_3",3386
3387,"ActiveX component download (Trojan)","G_Spot",1654
2773,"Integrated Search Tech Tbar.gen.22 (Adware)",ISTbar,572
2044,"Installer (Trojan)","IScan.A_37",3386
882,"ActiveX component download (Adware)","About_Blank",980
3390,"ActiveX component download (Trojan)",OneClickNetSearch,1902
3911,"Installer (Trojan)","Kraddare.AT_76",3386
1123,"client (Trojan)","KillAV_GJ",3187
895,"ActiveX component download (Adware)","About_Blank",980
945,"ActiveX component download (Adware)","About_Blank",980
3325,"ActiveX component download (Adware)",Jraun,1230
1300,"Bar Installer (Adware)",MySearch,3267
1136,"setup detection (Miscellaneous)",SpyDawn,3184
4546,"ActiveX component download (Adware)",CoolWebSearch,599
4268,"ActiveX component download (Adware)",PowerScan,981
2115,"Installer (Trojan)","SystemSecurity.AI_9",3386
430,"ActiveX component download (Adware)","Search_Miracle",844
1710,"ActiveX component download (Adware)",ezSearchBar,476
1857,"Installer (Trojan)","Banker.DTQ",3386
4163,"Windupdates.1 (Adware)",Windupdates,1148
4572,"ActiveX component download (Adware)",CoolWebSearch,599
1920,"Installer (Trojan)","Delf.X_33",3386
2236,"Installer (Trojan)","QuickSearchBar.BN_2",3386
2446,"ActiveX component download (Adware)",ActualNames,608
1968,"Installer (Trojan)","MalAgent.C_89",3386
3191,"ActiveX component download (Adware)",CoolWebSearch,599
681,"ActiveX component download (Adware)","Search_Miracle",844
3477,"Applications Download (Adware)",Zango,1987
2477,"ActiveX component download (Adware)","About_Blank",980
841,"ActiveX component download (Adware)",GonnaSearch,943
4535,"ActiveX component download (Adware)",CoolWebSearch,599
1412,"(Trojan)","Delf.FRK",3318
2708,"Ares Lite Setup Download areslite181.exe (Adware)","Bundled-Software",100
4173,"Integrated Search Tech Tbar.gen.125 (Adware)",ISTbar,572
1834,"Installer (Trojan)","Agent.ENC_2",3386
2261,"ActiveX component download (Adware)","About_Blank",980
280,"ActiveX component download (Adware)","Search_Miracle",844
4606,"ActiveX component download (Adware)",CoolWebSearch,599
3175,"ActiveX component download (Adware)",CoolWebSearch,599
2215,"ActiveX component download (Dialer)",MoneyTree,489
3099,"Installer (Trojan)","Kraddare.CA_14",3386
1121,"Adware Win32 (Adware)",Yayadu,1028
4217,"ActiveX component download (Adware)",Icannnews,2117
4306,"ActiveX component download (Adware)",IEPlugin,482
790,"ActiveX component download (Adware)","Search_Miracle",844
3282,"ActiveX component download (Adware)",DialerPlatform,1152
1144,"hbtools Installer (Adware)",Hotbar,481
3270,"ActiveX component download (Adware)",DialerPlatform,1152
3302,"ActiveX component download (Adware)",INetBar,1644
1199,"ActiveX component download (Adware)","Hi-Wire",1205
1665,"ActiveX component download (Adware)",ezSearchBar,476
3969,"Installer (Trojan)","Kraddare.FX_4",3386
3600,"Installer (Trojan)","BonusCash.AB_32",3386
954,"ActiveX component download (Adware)","About_Blank",980
2494,"ActiveX component download (Dialer)",XLoader,682
1211,"Installer (Trojan)",Rabio,3213
4175,"Integrated Search Tech Tbar.gen.127 (Adware)",ISTbar,572
2252,"ActiveX component download (Adware)",TinyBar,496
892,"ActiveX component download (Adware)","About_Blank",980
1546,"Executable (Trojan)","Trojan.Win32.Agent2.kxu",3372
295,"ActiveX component download (Adware)","Search_Miracle",844
4144,"BargainBuddy Component Download (Adware)","eXact-Advertising",463
4495,"ActiveX component download (Adware)",CoolWebSearch,599
3991,"Installer (Trojan)","Nieguide.AD_14",3386
2581,"Installer (Trojan)","Gabpath.AU",3386
4241,"ActiveX component download (Adware)",AlwaysUpdateNews,2010
2396,"ActiveX component download (Adware)",Whazit,543
997,"ActiveX component download (Adware)","About_Blank",980
2435,"ActiveX component download (Adware)",Searchex,606
2877,"Haunted House Horrors Screen Saver Setup Download (Adware)","Bundled-Software",100
2719,"Beach_Islands_Screensaver Setup Download bi1SetupWebSite.exe (Adware)","Bundled-Software",100
3578,"Installer (Trojan)",P2PControl,3386
4089,"Setup Download tamsetup.exe (Commercial Monitoring Software)",WinWhatWhere,28
3448,"(Adware)",Somoto,2008
4796,"pdf.OT.4 (Exploit)","Malformed-File",3391
3869,"Installer (Trojan)","InstallCore.AO",3386
1215,"Pro Proxy (Trojan)",AbRemote,3216
223,"ActiveX component download (Adware)","The-Search-Accelerator",776
4620,"ActiveX component download (Adware)",CoolWebSearch,599
3153,"ActiveX component download (Adware)",CoolWebSearch,599
1302,"Remote Installer (Miscellaneous)",Xpress,3269
2474,"ActiveX component download (Adware)",Mirar,637
2608,"Installer (Trojan)","EndLinker.A",3386
160,"ActiveX component download (Adware)",SearchBarCash,659
2011,"Installer (Trojan)","BonusCash.AB_18",3386
4035,"Setup Download alogger.exe (Commercial Monitoring Software)","Activity_Logger",32
3222,"ActiveX component download (Adware)",CoolWebSearch,599
2320,"ActiveX component download (Adware)",ILookup,518
3193,"ActiveX component download (Adware)",CoolWebSearch,599
3315,"ActiveX component download (Dialer)",Adultoweb,1151
4242,"ActiveX component download (Adware)","Coupon-Bar",2184
3427,"ActiveX component download (Adware)","ToolBar.SBSoft.h",2235
1510,"(Trojan)","Zbot.SO",3355
759,"ActiveX component download (Adware)","Search_Miracle",844
650,"ActiveX component download (Adware)",CoolWebSearch,599
293,"ActiveX component download (Adware)","Search_Miracle",844
4113,"n-Case.3 (Adware)",180solutions,1992
3620,"Installer (Trojan)","Webalta.D_4",3386
1612,"Installer (Trojan)","Olmarik.TU",3386
845,"ActiveX component download (Adware)",Gator,10
2316,"ActiveX component download (Adware)","About_Blank",980
3116,"ActiveX component download (Adware)",CoolWebSearch,599
2291,"ActiveX component download (Adware)","About_Blank",980
1258,"Desktop Inspector Installer (Commercial Monitoring Software)",Remote,3241
3924,"Installer (Trojan)","IScan.B_5",3386
4824,"html.OT.6 (Exploit)","Malformed-File",3391
3830,"Installer (Trojan)","InstallCore.BC",3386
1344,"Toobar Installer_2 (Adware)",Rediff,3301
741,"ActiveX component download (Adware)","Search_Miracle",844
